Molecule ChEMBL ID,Molecule Name,Molecular Weight,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Assay Description,Target ChEMBL ID,Target Name,Target Organism,Document ChEMBL ID
CHEMBL5893059,,457.42,3.38,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Nc4cccc(OC(F)(F)F)c4)nc3)n2)C1,IC50,'=',306.0,nM,6.51,CHEMBL5738864,"BTK and EGFR in Vitro Assay: The BTK and EGFR biochemical assays utilize LANTHASCREEN® Eu Kinase Binding Assays from Thermo Fisher Scientific, measuring the binding of the kinase with a fluorinated tracer. The assay buffer consists of 50 mM HEPES pH 7.5, 0.01% BRU-35, 10 mM MgCl2, 1 mM EGTA, and 1 mM DTT. The test compounds are diluted and added to the assay plate with a Labcyte ECHO® 555 liquid handler. The compounds are tested in 10 point dose response curves (100 μM-0.005 μM) with a maximum DMSO concentration of 1%. The assays are performed in 20 μL in low-volume 384-well white proxiplates. For the BTK assay, the concentration of full-length His-labeled BTK in the assay is 5 nM, the Eu-anti-His antibody is 2 nM, and the kinase tracer 236 is 60 nM. For the EGFR assay, the concentration of truncated (amino acids 668-1210) GST-labeled EGFR is 5 nM, the Eu-anti-GST antibody is 2 nM, and the kinase tracer 199 is 10 nM. The components of the assay (compound, enzyme/antibody, tracer) are assembled and incubated for 30 min prior to being read on a Perkin-Elmer EnVision with excitation at 340 nM, tracer emission at 665 nM, and antibody emission at 615 nM. The signal ratio is converted to percent inhibition using the following equation: % Inhibition=100−[(Test Compound−Median Minimum)/(Median Maximum−Median Minimum)×100].",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729517
CHEMBL5863747,,1038.33,,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(COCCN3CCN(CCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)C(C)(C)C)CC3)n4C(C)C)n2)CC1,IC50,'=',2400.0,nM,5.62,CHEMBL5736755,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL6134098,,494.58,3.4,CC[C@H](C)Oc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1-c1cnn(C)c1,IC50,'=',2.6,nM,8.59,CHEMBL6127511,Inhibition of EGFR de119/T790M/C797S mutant (694 to 1022 residues)(unknown origin) using BML-P243 as substrate incubated for 90 mins in presence of ATP by AlphaLISA assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL6127025
CHEMBL6009455,,1051.71,,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCN2CCN(Cc3ccc(-c4cc5c(NCc6ccccc6Cl)ncnc5[nH]4)cc3)CC2)c1,IC50,'=',600.0,nM,6.22,CHEMBL5736750,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL5877593,,1095.77,,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCN2CCN(Cc3ccc(-c4cc5c(NCc6ccccc6Cl)ncnc5[nH]4)cc3)CC2)c1,IC50,'=',770.0,nM,6.11,CHEMBL5736750,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL5170653,,646.6,6.51,CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(Cl)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,IC50,'=',6.2,nM,8.21,CHEMBL6089389,Inhibition of EGFR del19/T790M/C797S triple mutant (unknown origin) in presence of ATP by FRET assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL6087440
CHEMBL5780557,,701.7,9.09,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3ccc4sccc4c3)NN2)CC1,IC50,'=',10.0,nM,8.0,CHEMBL5736995,"High Throughput Biochemical Assay: EGFR activity was measured using KinEASE (Cisbio), a time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay. In this assay, EGFR-catalyzes the phosphorylation of a universal Tyrosine kinase peptide substrate labeled with XL665. Europium conjugated phosphor-tyrosine specific antibody binds the resulting phosphorylated peptide. Formation of phosphorylated peptide is quantified by TR-FRET with Europium as the donor and XL665 the acceptor. The assay was performed in two main steps. The first step is the kinase reaction step and the second step is the detection step with TR-FRET reagents. In brief, test compounds 1:3 serially diluted in DMSO were delivered into Corning white, low volume, non-binding 384 well plates using the Echo 550 acoustic liquid dispenser (Labcyte®). EGFR enzyme (Human EGFR, cytoplasmic domain [669-1210] from Carna Biosciences Cat. No. 08-115) and substrates TK substrate-biotin (included in Cisbio HTRF KinEASE-TK kit Cat. No. 62TK0PEJ) were dispensed into assay plates using a Multi-Flo (Bio-Tek Instruments). The standard 10 μL reaction mixture contained 6 μM ATP (1×Km) or 12 μM ATP (2×Km), 1 μM biotinylated peptide, 0.3 nM EGFR (for 1×Km ATP) or 0.1 nM EGFR (for 2×Km ATP) in reaction buffer (10 mM MOPs, pH 7.0, 1.5% Glycerol, 0.5 mg/ml BSA, 10 mM Mg-Acetate, 1 mM DTT, 0.025% NP-40). After 60 min of incubation at room temperature, 10 μL of Stop and Detect Solution (1:400 Europium Cryptate labeled anti-phosphorylated peptide antibody solution and 125 nM strepavidin-XL665 Tracer in a 50 mM Hepes pH 7.0 detection buffer containing sufficient EDTA) was added. The plate was then further incubated for over 60 minutes at room temperature and read using an Envision 2103 Multilabeled reader (PerkinElmer) with excitation/emission/FRET emission at 340 nm/615 nm/665 nm, respectively.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728555
CHEMBL210378,,419.27,4.81,CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,'=',204.0,nM,6.69,CHEMBL870841,Inhibition of EGFR tyrosine kinase,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1148637
CHEMBL208849,,369.86,4.38,Cc1cccc(Nc2ncnc3ccc(NC(=O)N(C)CCCl)cc23)c1,IC50,'=',1693.0,nM,5.77,CHEMBL870841,Inhibition of EGFR tyrosine kinase,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1148637
CHEMBL380386,,403.85,3.14,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN[C@H](C)C(N)=O,IC50,'=',120.0,nM,6.92,CHEMBL853150,Antiproliferative activity against EGF-stimulated human KB cell line,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1147701
CHEMBL3353410,OSIMERTINIB,499.62,4.51,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',25.0,nM,7.6,CHEMBL5737313,"Kinase Inhibition Assay: Reagents and Materials:WT EGFR (Carna, Cat. No. 08-115), EGFR [L858R] (Carna, Cat. No. 08-502), EGFR [L858R/T790M] (Carna, Cat. No. 08-510), ATP (Sigma, Cat. No. A7699-1G), DMSO (Sigma, Cat. No. D2650), 96-well plate (Corning, Cat. No. 3365), 384-well plate (Greiner, Cat. No. 784076), HTRF Kinase TK Kit (Cisbio, Cat. No. 62TK0PEJ), Erlotinib (Selleckchem, Cat. No. S7787), EGFR [d746-750] (Life Technologies, Cat. No. PV6178), 5× Kinase Buffer A (Life Technologies, Cat. No. PV3186), Kinase Tracer 199 (Life Technologies, Cat. No. PV5830), LanthaScreen® Eu-anti-GST antibody (Life Technologies, Cat. No. PV5594).Specific Experimental Protocol:Compound preparation: the test compound was dissolved in DMSO to make a 20 mM stock solution. Then, it was diluted in DMSO with a 3-fold series gradient dilution for 10 times. The dilutions were diluted 10 fold with buffer when dosing.WT EGFR and EGFR [L858R/T790M] kinase assay: WT EGFR or EGFR [L858R/T790M] kinase was mixed with different concentrations of pre-diluted compounds for 10 minutes in 5× Kinase Buffer A in duplicate. The corresponding substrate and ATP were added and reacted at room temperature for 20 minutes (in which a negative and a positive control were set: the negative control is blank and the positive control is erlotinib). After the reaction, the detection reagent (the reagent in the HTRF Kinase TK kit) was added, and after incubation at room temperature for 30 minutes, the enzyme activity in the presence of the compounds of the present disclosure at each concentration was measured by an Evnvision microplate reader, and the inhibition of the enzyme by the compound at each concentrations were calculated. The inhibitions of the enzyme activity by the compounds at different concentrations were then fitted using Graphpad 5.0 software according to the four-parameter equation, and the IC50 values were calculated.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728717
CHEMBL383760,,443.91,3.88,CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,IC50,'=',100.0,nM,7.0,CHEMBL853150,Antiproliferative activity against EGF-stimulated human KB cell line,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1147701
CHEMBL206955,,429.88,3.62,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,IC50,'=',40.0,nM,7.4,CHEMBL853150,Antiproliferative activity against EGF-stimulated human KB cell line,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1147701
CHEMBL6170829,,465.41,3.96,[2H]c1nccc(-n2c(-c3cc(Oc4nc(F)ccc4F)ccc3F)nc3c2CN(C(=O)C=C)C3)n1,IC50,'=',199.53,nM,6.7,CHEMBL6126249,Inhibition of wild-type EGFR (unknown origin) expressed in human NCI-H2073 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL6121053
CHEMBL208286,,433.87,2.45,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CO)C(N)=O,IC50,'=',20.0,nM,7.7,CHEMBL853149,Inhibition of EGFR in presence of 2 uM ATP,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1147701
CHEMBL5950803,,444.44,3.73,COCCOc1cnccc1-c1[nH]c2c(c1Nc1ccccc1OC(F)F)C(=O)NCC2,IC50,'=',4.25,nM,8.37,CHEMBL5738106,"Kinase Assay: Exon 20-Mutant-EGFR(V769_D770insASV): For the assay 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into either a black low volume 384well microtiter plate or a black 1536 well microtiter plate (both Greiner Bio-One, Frickenhausen, Germany), 2 μl of a solution of EGFR in aqueous assay buffer [50 mM Hepes pH 7.0, 10 mM MgCl2, 1 mM dithiothreitol, 0.5 mM EGTA, 0.3 mM activated sodium ortho-vanadate, 0.005% (w/v) bovine serum albumin, 0.005% (v/v) Tween-20] were added and the mixture was incubated for 15 min at 22° C. to allow pre binding of the test compounds to the enzyme before the start of the kinase reaction. Then the kinase reaction was started by the addition of 3 μL of a solution of adenosine tri phosphate (ATP, 3.33 mM=>final cone, in the 5 μL assay volume is 2 mM) and substrate (1.67 μM=>final cone, in the 5 μL assay volume is 1 μM) in assay buffer and the resulting mixture was incubated for a reaction time of 30 min at 22° C. The concentration of EGFR was adjusted depending of the activity of the enzyme lot and was chosen appropriate to have the assay in the linear range, typical concentration was 2.5 pg/μl. The reaction was stopped by the addition of 3 μl of a solution of HTRF detection reagents (83.3 nM streptavidine-XL665 [Cisbio Bioassays, Codolet, France] and 1.67 nM PT66-Tb-Cryptate, an terbium-cryptate labelled anti-phospho-tyrosine antibody from Cisbio Bioassays [instead of the PT66 Tb cryptate PT66 Eu Chelate from Perkin Elmer can also be used]) in an aqueous EDTA-solution (133.3 mM EDTA, 0.2% (w/v) bovine serum albumin in 50 mM HEPES pH 7.5).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729120
CHEMBL5870500,,517.39,5.01,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,IC50,'=',60.0,nM,7.22,CHEMBL5738182,"Cell Viability Assay and IC50 Estimation: Cell viability was determined using the Cell Titer Glo assay (Promega) as previously described. Briefly, 2000-3000 cells per well were plated in 384-well plates (Greiner Bio-One) in technical triplicate. Cells were treated with seven different concentrations of tyrosine kinase inhibitors or vehicle alone at a final volume of 40 μL per well. After 3 days hours, 11 μL of Cell Titer Glo was added to each well. Plates were shaken for 15 minutes, and bioluminescence was determined using a FLUOstar OPTIMA multi-mode micro-plate reader (BMG LABTECH). Bioluminescence values were normalized to DMSO treated cells, and normalized values were plotted in GraphPad Prism using non-linear regression fit to normalized data with a variable slope. IC50 values were calculated by GraphPad Prism at 50% inhibition.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729162
CHEMBL5756022,,442.52,4.26,COc1ccccc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CCC[C@@H](O)C2)ccn1,IC50,'=',0.7,nM,9.15,CHEMBL5737540,"Biochemical EGFR Inhibition Assays (5 mM ATP): 5 μL of EGFR enzyme form in assay buffer (50 mM HEPES pH 7.3, 10 mM MgCl2, 1 mM EGTA, 0.01% Tween 20, 2 mM DTT) are dispensed into columns 1-23, than 5 μL of ATP and ULight-poly-GT substrate (PerkinElmer; TRF0100-M) mix in assay buffer is added to all wells (final assay concentration of the ULight-poly-GT substrate 200 nM). Each of the different EGFR enzyme form assays is available at low ATP (final assay concentration 5 μM). After 90 minutes incubation at room temperature 5 μL EDTA (final assay concentration 50 mM) and LANCE Eu-anti-P-Tyr (PT66) antibody (PerkinElmer, AD0069) (final assay concentration 6 nM) mix are added to stop the reaction and start the binding of the antibody. After additional 60 minutes incubation at room temperature the signal is measured in a PerkinElmer Envision HTS Multilabel Reader using the TR-FRET LANCE Ultra specs of PerkinElmer (used wavelengths: excitation 320 nm, emission 1 665 nm, emission 2 615 nm). Each plate contains 16 wells of a negative control (diluted DMSO instead of test compound; w EGFR enzyme form; column 23) and 16 wells of a positive control (diluted DMSO instead of test compound; w/o EGFR enzyme form; column 24). Negative and positive control values are used for normalization and IC50 values are calculated and analysed using a 4 parametric logistic model.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728826
CHEMBL6043073,,441.5,2.85,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@@H](O)CC3)cc(C#N)n2)cn1,IC50,'=',256.0,nM,6.59,CHEMBL5737542,"Biochemical EGFR Inhibition Assays (5 mM ATP): 5 μL of EGFR enzyme form in assay buffer (50 mM HEPES pH 7.3, 10 mM MgCl2, 1 mM EGTA, 0.01% Tween 20, 2 mM DTT) are dispensed into columns 1-23, than 5 μL of ATP and ULight-poly-GT substrate (PerkinElmer; TRF0100-M) mix in assay buffer is added to all wells (final assay concentration of the ULight-poly-GT substrate 200 nM). Each of the different EGFR enzyme form assays is available at low ATP (final assay concentration 5 μM). After 90 minutes incubation at room temperature 5 μL EDTA (final assay concentration 50 mM) and LANCE Eu-anti-P-Tyr (PT66) antibody (PerkinElmer, AD0069) (final assay concentration 6 nM) mix are added to stop the reaction and start the binding of the antibody. After additional 60 minutes incubation at room temperature the signal is measured in a PerkinElmer Envision HTS Multilabel Reader using the TR-FRET LANCE Ultra specs of PerkinElmer (used wavelengths: excitation 320 nm, emission 1 665 nm, emission 2 615 nm). Each plate contains 16 wells of a negative control (diluted DMSO instead of test compound; w EGFR enzyme form; column 23) and 16 wells of a positive control (diluted DMSO instead of test compound; w/o EGFR enzyme form; column 24). Negative and positive control values are used for normalization and IC50 values are calculated and analysed using a 4 parametric logistic model.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728826
CHEMBL5981483,,522.91,5.49,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)CC1,IC50,'=',110.0,nM,6.96,CHEMBL5738183,"Cell Viability Assay and IC50 Estimation: Cell viability was determined using the Cell Titer Glo assay (Promega) as previously described. Briefly, 2000-3000 cells per well were plated in 384-well plates (Greiner Bio-One) in technical triplicate. Cells were treated with seven different concentrations of tyrosine kinase inhibitors or vehicle alone at a final volume of 40 μL per well. After 3 days hours, 11 μL of Cell Titer Glo was added to each well. Plates were shaken for 15 minutes, and bioluminescence was determined using a FLUOstar OPTIMA multi-mode micro-plate reader (BMG LABTECH). Bioluminescence values were normalized to DMSO treated cells, and normalized values were plotted in GraphPad Prism using non-linear regression fit to normalized data with a variable slope. IC50 values were calculated by GraphPad Prism at 50% inhibition.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729162
CHEMBL6008669,,471.52,4.59,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1,IC50,'=',6.5,nM,8.19,CHEMBL5738183,"Cell Viability Assay and IC50 Estimation: Cell viability was determined using the Cell Titer Glo assay (Promega) as previously described. Briefly, 2000-3000 cells per well were plated in 384-well plates (Greiner Bio-One) in technical triplicate. Cells were treated with seven different concentrations of tyrosine kinase inhibitors or vehicle alone at a final volume of 40 μL per well. After 3 days hours, 11 μL of Cell Titer Glo was added to each well. Plates were shaken for 15 minutes, and bioluminescence was determined using a FLUOstar OPTIMA multi-mode micro-plate reader (BMG LABTECH). Bioluminescence values were normalized to DMSO treated cells, and normalized values were plotted in GraphPad Prism using non-linear regression fit to normalized data with a variable slope. IC50 values were calculated by GraphPad Prism at 50% inhibition.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729162
CHEMBL5993206,,604.52,6.48,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3c2CNN3C)NN1,IC50,'=',12.0,nM,7.92,CHEMBL5736995,"High Throughput Biochemical Assay: EGFR activity was measured using KinEASE (Cisbio), a time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay. In this assay, EGFR-catalyzes the phosphorylation of a universal Tyrosine kinase peptide substrate labeled with XL665. Europium conjugated phosphor-tyrosine specific antibody binds the resulting phosphorylated peptide. Formation of phosphorylated peptide is quantified by TR-FRET with Europium as the donor and XL665 the acceptor. The assay was performed in two main steps. The first step is the kinase reaction step and the second step is the detection step with TR-FRET reagents. In brief, test compounds 1:3 serially diluted in DMSO were delivered into Corning white, low volume, non-binding 384 well plates using the Echo 550 acoustic liquid dispenser (Labcyte®). EGFR enzyme (Human EGFR, cytoplasmic domain [669-1210] from Carna Biosciences Cat. No. 08-115) and substrates TK substrate-biotin (included in Cisbio HTRF KinEASE-TK kit Cat. No. 62TK0PEJ) were dispensed into assay plates using a Multi-Flo (Bio-Tek Instruments). The standard 10 μL reaction mixture contained 6 μM ATP (1×Km) or 12 μM ATP (2×Km), 1 μM biotinylated peptide, 0.3 nM EGFR (for 1×Km ATP) or 0.1 nM EGFR (for 2×Km ATP) in reaction buffer (10 mM MOPs, pH 7.0, 1.5% Glycerol, 0.5 mg/ml BSA, 10 mM Mg-Acetate, 1 mM DTT, 0.025% NP-40). After 60 min of incubation at room temperature, 10 μL of Stop and Detect Solution (1:400 Europium Cryptate labeled anti-phosphorylated peptide antibody solution and 125 nM strepavidin-XL665 Tracer in a 50 mM Hepes pH 7.0 detection buffer containing sufficient EDTA) was added. The plate was then further incubated for over 60 minutes at room temperature and read using an Envision 2103 Multilabeled reader (PerkinElmer) with excitation/emission/FRET emission at 340 nm/615 nm/665 nm, respectively.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728555
CHEMBL3699586,,522.01,4.42,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,IC50,'=',87.6,nM,7.06,CHEMBL6092756,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL6092148
CHEMBL6151046,,638.75,7.72,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,IC50,'=',28.0,nM,7.55,CHEMBL6096529,Reversible inhibition of EGFR L858R/T790M mutant (696 to 1022 residues) (unknown origin) extracted from baculovirus infected Sf9 insect cells in presence of ATP by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL6092226
CHEMBL5834572,,525.61,4.71,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCCN(C)C)ccc34)n2)c1,IC50,'=',750.0,nM,6.12,CHEMBL5733239,"HER2 Exon 20 YVMA Insertion Mutation: A compound's ability in selectively inhibiting Her2 exon 20 YVMA insertion mutations can be assessed using Ba/F3 cells, a murine pro-B cell line, which have been transduced with Her2 Exon20 YVMA insertions. An expression vector, pLVX-IRES puro (Clontech) coding for human EGFR exon 20 insertions YVMA (A775_G776ins YVMA), was transfected into HEK293 cells by the Trans-Lentiviral ORF Packaging System (Thermo Scientific), to produce virus encoding EGFR exon 20 insertions. Ba/F3 (DSMZ) cells maintained in RPMI 1640 medium supplemented with 10% fetal bovine serum, 200 μM L-glutamine/200 μg/mL penicillin/200 μg/mL streptomycin (Life Technology) and 10 ng/mL IL-3 (R&D system), were infected by EGFR Exon20 virus and subsequently selected by puromycin (Life Technology) selection and IL-3 depletion. Ba/F3 cells expressing Her2 Exon20 YVMA insertions (named Ba/F3-Her2 Exon20 YVMA) can proliferate in the absence of IL-3. The anti-proliferative activity of compounds was determined as follows: BaF3-Her2 Exon20 YVMA cells seeded in 96 well plates (2500 cells/well) were treated with test compound (dissolved in DMSO) at a series of concentrations (4-fold dilution, top concentration: 10,000 nM). The plates were incubated for 72 h in a 37° C. incubator with 5% CO2, and the number of viable cells in each well were measured indirectly by CellTiter 96® Aqueous One Solution Cell Proliferation Assay (Promega; this assay is a colorimetric method for determining the number of viable cells through measurement of their metabolic activity by detection of enzymatic conversion of tetrazolium salts into blue formazan derivatives). Reagent (20 μL) was added into each well, and the plates were returned to the incubator for 2 h. The absorbance in each well was then measured at 490 nm using an Envision plate reader (Perkin Elmer). IC50 values were calculated by determining the concentration of compound required to decrease the MTS signal by 50% comparing to the DMSO control in best-fit curves using Microsoft XLfit software or Accelrys Pipeline Pilot.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5726734
